Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
Core i7-10700K,Comet Lake,8 / 16,3.8 to 5.1 GHz,Socket 1200,14 nm,16MB,125 W,"Apr 30th, 2020"
Core i7-10700KF,Comet Lake,8 / 16,3.8 to 5.1 GHz,Socket 1200,14 nm,16MB,125 W,"Apr 30th, 2020"
Core i9-10800F,Comet Lake,10 / 20,2.7 to 5 GHz,Socket 1200,14 nm,20MB,65 W,"Apr 30th, 2020"
Core i9-10900,Comet Lake,10 / 20,2.8 to 5.2 GHz,Socket 1200,14 nm,20MB,65 W,"Apr 30th, 2020"
Core i9-10900F,Comet Lake,10 / 20,2.8 to 5.2 GHz,Socket 1200,14 nm,20MB,65 W,"Apr 30th, 2020"
Core i9-10900K,Comet Lake,10 / 20,3.7 to 5.3 GHz,Socket 1200,14 nm,20MB,125 W,"Apr 30th, 2020"
Core i9-10900KF,Comet Lake,10 / 20,3.7 to 5.3 GHz,Socket 1200,14 nm,20MB,125 W,"Apr 30th, 2020"
Pentium Gold G6400,Comet Lake,2 / 4,4 GHz,Socket 1200,14 nm,4MB,58 W,"Apr 30th, 2020"
Pentium Gold G6500,Comet Lake,2 / 4,4.1 GHz,Socket 1200,14 nm,4MB,58 W,"Apr 30th, 2020"
Pentium Gold G6600,Comet Lake,2 / 4,4.2 GHz,Socket 1200,14 nm,4MB,58 W,"Apr 30th, 2020"
Core i5-10400H,Comet Lake-H,4 / 8,2.6 to 4.6 GHz,BGA 1440,14 nm,6MB,45 W,"Apr 2nd, 2020"
Core i7-10610U,Comet Lake-U,4 / 8,1.8 to 4.9 GHz,BGA 1440,14 nm,8MB,25 W,"Apr 2nd, 2020"
Core i7-10750H,Comet Lake-H,6 / 12,2.6 to 5 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 2nd, 2020"
Core i7-10810U,Comet Lake-U,6 / 12,1.1 to 4.9 GHz,BGA 1440,14 nm,12MB,25 W,"Apr 2nd, 2020"
Core i7-10850H,Comet Lake-H,6 / 12,2.7 to 5.1 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 2nd, 2020"
Core i7-10875H,Comet Lake-H,8 / 16,2.1 to 5.1 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 2nd, 2020"
Core i7-10885H,Comet Lake-H,8 / 16,2.4 to 5.3 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 2nd, 2020"
Core i9-10980HK,Comet Lake-H,8 / 16,2.4 to 5.3 GHz,BGA 1440,14 nm,16MB,45 W,"Apr 2nd, 2020"
Core i9-10990XE,Cascade Lake-X,22 / 44,4 to 5 GHz,Socket 2066,14 nm,30.25MB,380 W,Never Released
Ryzen 3 PRO 5350G,Cezanne,4 / 8,4 to 4.2 GHz,Socket AM4,7 nm,8MB,65 W,"Jun 1st, 2021"
Ryzen 3 PRO 5350GE,Cezanne,4 / 8,3.6 to 4.2 GHz,Socket AM4,7 nm,8MB,35 W,"Jun 1st, 2021"
Ryzen 5 PRO 5650G,Cezanne,6 / 12,3.9 to 4.4 GHz,Socket AM4,7 nm,16MB,65 W,"Jun 1st, 2021"
Ryzen 5 PRO 5650GE,Cezanne,6 / 12,3.4 to 4.4 GHz,Socket AM4,7 nm,16MB,35 W,"Jun 1st, 2021"
Ryzen 7 PRO 5750G,Cezanne,8 / 16,3.8 to 4.6 GHz,Socket AM4,7 nm,16MB,65 W,"Jun 1st, 2021"
Ryzen 7 PRO 5750GE,Cezanne,8 / 16,3.2 to 4.6 GHz,Socket AM4,7 nm,16MB,35 W,"Jun 1st, 2021"
Ryzen 3 5300G,Cezanne,4 / 8,4 to 4.2 GHz,Socket AM4,7 nm,8MB,65 W,"Apr 13th, 2021"
Ryzen 5 5600G,Cezanne,6 / 12,3.9 to 4.4 GHz,Socket AM4,7 nm,16MB,65 W,"Apr 13th, 2021"
Ryzen 7 5700G,Cezanne,8 / 16,3.8 to 4.6 GHz,Socket AM4,7 nm,16MB,65 W,"Apr 13th, 2021"
Ryzen 7 5800G,Cezanne,8 / 16,3.8 to 4.8 GHz,Socket AM4,7 nm,16MB,65 W,Unknown
Core i5-12600K,Alder Lake-S,10 / 16,3.7 to 4.9 GHz,Socket 1700,10 nm,20MB,125 W,"Nov 4th, 2021"
Core i5-12600KF,Alder Lake-S,10 / 16,3.7 to 4.9 GHz,Socket 1700,10 nm,20MB,125 W,"Nov 4th, 2021"
Core i7-12700K,Alder Lake-S,12 / 20,3.6 to 5 GHz,Socket 1700,10 nm,25MB,125 W,"Nov 4th, 2021"
Core i7-12700KF,Alder Lake-S,12 / 20,3.6 to 5 GHz,Socket 1700,10 nm,25MB,125 W,"Nov 4th, 2021"
Core i9-12900K,Alder Lake-S,16 / 24,3.2 to 5.2 GHz,Socket 1700,10 nm,30MB,125 W,"Nov 4th, 2021"
Core i9-12900KF,Alder Lake-S,16 / 24,3.2 to 5.2 GHz,Socket 1700,10 nm,30MB,125 W,"Nov 4th, 2021"
Xeon E-2314,Rocket Lake-E,4,2.8 to 4.5 GHz,Socket 1200,14 nm,8MB,65 W,"Sep 8th, 2021"
Xeon E-2324G,Rocket Lake-E,4,3.1 to 4.6 GHz,Socket 1200,14 nm,8MB,65 W,"Sep 8th, 2021"
Xeon E-2334,Rocket Lake-E,4 / 8,3.4 to 4.8 GHz,Socket 1200,14 nm,8MB,65 W,"Sep 8th, 2021"
Xeon E-2336,Rocket Lake-E,6 / 12,2.9 to 4.8 GHz,Socket 1200,14 nm,12MB,65 W,"Sep 8th, 2021"
Xeon E-2356G,Rocket Lake-E,6 / 12,3.2 to 5 GHz,Socket 1200,14 nm,12MB,80 W,"Sep 8th, 2021"
Xeon E-2374G,Rocket Lake-E,4 / 8,3.7 to 5 GHz,Socket 1200,14 nm,8MB,80 W,"Sep 8th, 2021"
Xeon E-2378,Rocket Lake-E,8 / 16,2.6 to 4.8 GHz,Socket 1200,14 nm,16MB,65 W,"Sep 8th, 2021"
Xeon E-2378G,Rocket Lake-E,8 / 16,2.8 to 5.1 GHz,Socket 1200,14 nm,16MB,80 W,"Sep 8th, 2021"
Xeon E-2386G,Rocket Lake-E,6 / 12,3.5 to 5.1 GHz,Socket 1200,14 nm,12MB,95 W,"Sep 8th, 2021"
Xeon E-2388G,Rocket Lake-E,8 / 16,3.2 to 5.1 GHz,Socket 1200,14 nm,16MB,95 W,"Sep 8th, 2021"
Xeon W-3323,Ice Lake-W,12 / 24,3.5 to 4 GHz,Socket 4189,10 nm,18MB,220 W,"Jul 29th, 2021"
Xeon W-3335,Ice Lake-W,16 / 32,3.4 to 4 GHz,Socket 4189,10 nm,24MB,250 W,"Jul 29th, 2021"
Xeon W-3345,Ice Lake-W,24 / 48,3 to 4 GHz,Socket 4189,10 nm,36MB,250 W,"Jul 29th, 2021"
Xeon W-3365,Ice Lake-W,32 / 64,2.7 to 4 GHz,Socket 4189,10 nm,48MB,270 W,"Jul 29th, 2021"
Xeon W-3375,Ice Lake-W,38 / 76,2.5 to 4 GHz,Socket 4189,10 nm,57MB,270 W,"Jul 29th, 2021"
Core i9-11900KB,Tiger Lake-H,8 / 16,3.3 to 5.3 GHz,BGA 1499,10 nm,24MB,65 W,2021
Core i5-1155G7,Tiger Lake-U,4 / 8,2.5 to 4.5 GHz,BGA 1449,10 nm,8MB,28 W,"May 31st, 2021"
Core i7-1195G7,Tiger Lake-U,4 / 8,2.9 to 5 GHz,BGA 1449,10 nm,12MB,28 W,"May 31st, 2021"
Core i5-11260H,Tiger Lake-H,6 / 12,2.6 to 4.4 GHz,BGA 1499,10 nm,12MB,35 W,"May 11th, 2021"
Core i5-11400H,Tiger Lake-H,6 / 12,2.7 to 4.5 GHz,BGA 1499,10 nm,12MB,35 W,"May 11th, 2021"
Core i5-11500H,Tiger Lake-H,6 / 12,2.9 to 4.6 GHz,BGA 1499,10 nm,12MB,35 W,"May 11th, 2021"
Core i7-11800H,Tiger Lake-H,8 / 16,2.3 to 4.6 GHz,BGA 1499,10 nm,24MB,35 W,"May 11th, 2021"
Core i7-11850H,Tiger Lake-H,8 / 16,2.5 to 4.8 GHz,BGA 1499,10 nm,24MB,35 W,"May 11th, 2021"
Core i9-11900H,Tiger Lake-H,8 / 16,2.5 to 4.9 GHz,BGA 1499,10 nm,24MB,35 W,"May 11th, 2021"
Core i9-11950H,Tiger Lake-H,8 / 16,2.6 to 5 GHz,BGA 1499,10 nm,24MB,35 W,"May 11th, 2021"
Core i9-11980HK,Tiger Lake-H,8 / 16,2.6 to 5 GHz,BGA 1499,10 nm,24MB,65 W,"May 11th, 2021"
Xeon W-11855M,Tiger Lake-H,6 / 12,3.2 to 4.9 GHz,BGA 1499,10 nm,18MB,35 W,"May 11th, 2021"
Xeon W-11955M,Tiger Lake-H,8 / 16,2.6 to 5 GHz,BGA 1499,10 nm,24MB,35 W,"May 11th, 2021"
Xeon Gold 5315Y,Ice Lake-SP,8 / 16,3.2 to 3.6 GHz,Socket 4189,10 nm,12MB,140 W,"Apr 6th, 2021"
Xeon Gold 5317,Ice Lake-SP,12 / 24,3 to 3.6 GHz,Socket 4189,10 nm,18MB,150 W,"Apr 6th, 2021"
Xeon Gold 5318H,Cooper Lake-SP,18 / 36,2.5 to 3.8 GHz,Socket 4189,14 nm,24.75MB,150 W,"Apr 6th, 2021"
Xeon Gold 5318N,Ice Lake-SP,24 / 48,2.1 to 3.4 GHz,Socket 4189,10 nm,36MB,150 W,"Apr 6th, 2021"
Xeon Gold 5318S,Ice Lake-SP,24 / 48,2.1 to 3.4 GHz,Socket 4189,10 nm,36MB,165 W,"Apr 6th, 2021"
Xeon Gold 5318Y,Ice Lake-SP,24 / 48,2.1 to 3.4 GHz,Socket 4189,10 nm,36MB,165 W,"Apr 6th, 2021"
Xeon Gold 5320,Ice Lake-SP,26 / 52,2.2 to 3.4 GHz,Socket 4189,10 nm,39MB,185 W,"Apr 6th, 2021"
Xeon Gold 5320H,Cooper Lake-SP,20 / 40,2.4 to 4.2 GHz,Socket 4189,14 nm,27.5MB,150 W,"Apr 6th, 2021"
Xeon Gold 5320T,Ice Lake-SP,20 / 40,2.3 to 3.5 GHz,Socket 4189,10 nm,30MB,150 W,"Apr 6th, 2021"
Xeon Gold 6312U,Ice Lake-SP,24 / 48,2.4 to 3.6 GHz,Socket 4189,10 nm,36MB,185 W,"Apr 6th, 2021"
Xeon Gold 6314U,Ice Lake-SP,32 / 64,2.3 to 3.4 GHz,Socket 4189,10 nm,48MB,205 W,"Apr 6th, 2021"
Xeon Gold 6326,Ice Lake-SP,16 / 32,2.9 to 3.5 GHz,Socket 4189,10 nm,24MB,185 W,"Apr 6th, 2021"
Xeon Gold 6328H,Cooper Lake-SP,16 / 32,2.8 to 4.3 GHz,Socket 4189,14 nm,22MB,165 W,"Apr 6th, 2021"
Xeon Gold 6328HL,Cooper Lake-SP,16 / 32,2.8 to 4.3 GHz,Socket 4189,14 nm,22MB,165 W,"Apr 6th, 2021"
Xeon Gold 6330,Ice Lake-SP,28 / 56,2 to 3.1 GHz,Socket 4189,10 nm,42MB,205 W,"Apr 6th, 2021"
Xeon Gold 6330H,Cooper Lake-SP,24 / 48,2 to 3.7 GHz,Socket 4189,14 nm,33MB,150 W,"Apr 6th, 2021"
Xeon Gold 6334,Ice Lake-SP,8 / 16,3.6 to 3.7 GHz,Socket 4189,10 nm,18MB,165 W,"Apr 6th, 2021"
Xeon Gold 6336Y,Ice Lake-SP,24 / 48,2.4 to 3.6 GHz,Socket 4189,10 nm,36MB,185 W,"Apr 6th, 2021"
Xeon Gold 6338N,Ice Lake-SP,32 / 64,2.2 to 3.5 GHz,Socket 4189,10 nm,48MB,185 W,"Apr 6th, 2021"
Xeon Gold 6338T,Ice Lake-SP,24 / 48,2.1 to 3.4 GHz,Socket 4189,10 nm,36MB,165 W,"Apr 6th, 2021"
Xeon Gold 6342,Ice Lake-SP,24 / 48,2.8 to 3.5 GHz,Socket 4189,10 nm,36MB,230 W,"Apr 6th, 2021"
Xeon Gold 6346,Ice Lake-SP,16 / 32,3.1 to 3.6 GHz,Socket 4189,10 nm,36MB,205 W,"Apr 6th, 2021"
Xeon Gold 6348,Ice Lake-SP,28 / 56,2.6 to 3.5 GHz,Socket 4189,10 nm,42MB,235 W,"Apr 6th, 2021"
Xeon Gold 6348H,Cooper Lake-SP,24 / 48,2.3 to 4.2 GHz,Socket 4189,14 nm,33MB,165 W,"Apr 6th, 2021"
Xeon Gold 6354,Ice Lake-SP,18 / 36,3 to 3.6 GHz,Socket 4189,10 nm,39MB,205 W,"Apr 6th, 2021"
Xeon Platinum 8351N,Ice Lake-SP,36 / 72,2.4 to 3.5 GHz,Socket 4189,10 nm,54MB,225 W,"Apr 6th, 2021"
Xeon Platinum 8352M,Ice Lake-SP,32 / 64,2.3 to 3.5 GHz,Socket 4189,10 nm,48MB,185 W,"Apr 6th, 2021"
Xeon Platinum 8352S,Ice Lake-SP,32 / 64,2.2 to 3.4 GHz,Socket 4189,10 nm,48MB,205 W,"Apr 6th, 2021"
Xeon Platinum 8352V,Ice Lake-SP,36 / 72,2.5 to 3.5 GHz,Socket 4189,10 nm,54MB,195 W,"Apr 6th, 2021"
Xeon Platinum 8353H,Cooper Lake-SP,18 / 36,2.5 to 3.8 GHz,Socket 4189,14 nm,24.75MB,150 W,"Apr 6th, 2021"
Xeon Platinum 8354H,Cooper Lake-SP,18 / 36,3.1 to 4.3 GHz,Socket 4189,14 nm,24.75MB,205 W,"Apr 6th, 2021"
Xeon Platinum 8356H,Cooper Lake-SP,8 / 16,3.9 to 4.4 GHz,Socket 4189,14 nm,35.75MB,190 W,"Apr 6th, 2021"
Xeon Platinum 8358,Ice Lake-SP,32 / 64,2.6 to 3.4 GHz,Socket 4189,10 nm,48MB,250 W,"Apr 6th, 2021"
Xeon Platinum 8358P,Ice Lake-SP,32 / 64,2.6 to 3.4 GHz,Socket 4189,10 nm,48MB,240 W,"Apr 6th, 2021"
Xeon Platinum 8360H,Cooper Lake-SP,24 / 48,3 to 4.2 GHz,Socket 4189,14 nm,33MB,225 W,"Apr 6th, 2021"
Xeon Platinum 8360HL,Cooper Lake-SP,24 / 48,3 to 4.2 GHz,Socket 4189,14 nm,33MB,225 W,"Apr 6th, 2021"
Xeon Platinum 8360Y,Ice Lake-SP,36 / 72,2.4 to 3.5 GHz,Socket 4189,10 nm,54MB,250 W,"Apr 6th, 2021"
Xeon Platinum 8362,Ice Lake-SP,32 / 64,2.8 to 3.6 GHz,Socket 4189,10 nm,48MB,265 W,"Apr 6th, 2021"
Xeon Platinum 8368,Ice Lake-SP,38 / 76,2.4 to 3.4 GHz,Socket 4189,10 nm,57MB,270 W,"Apr 6th, 2021"
Xeon Platinum 8368Q,Ice Lake-SP,38 / 76,2.6 to 3.7 GHz,Socket 4189,10 nm,57MB,270 W,"Apr 6th, 2021"
Xeon Platinum 8376H,Cooper Lake-SP,28 / 56,2.6 to 4.3 GHz,Socket 4189,14 nm,38.5MB,205 W,"Apr 6th, 2021"
Xeon Platinum 8376HL,Cooper Lake-SP,28 / 56,2.6 to 4.3 GHz,Socket 4189,14 nm,38.5MB,205 W,"Apr 6th, 2021"
Xeon Platinum 8380,Ice Lake-SP,40 / 80,2.3 to 3.4 GHz,Socket 4189,10 nm,60MB,270 W,"Apr 6th, 2021"
Xeon Platinum 8380H,Cooper Lake-SP,28 / 56,2.9 to 4.3 GHz,Socket 4189,14 nm,38.5MB,250 W,"Apr 6th, 2021"
Xeon Platinum 8380HL,Cooper Lake-SP,28 / 56,2.9 to 4.3 GHz,Socket 4189,14 nm,38.5MB,250 W,"Apr 6th, 2021"
Xeon Silver 4309Y,Ice Lake-SP,8 / 16,2.8 to 3.6 GHz,Socket 4189,10 nm,12MB,105 W,"Apr 6th, 2021"
Xeon Silver 4310,Ice Lake-SP,12 / 24,2.1 to 3.3 GHz,Socket 4189,10 nm,18MB,120 W,"Apr 6th, 2021"
Xeon Silver 4310T,Ice Lake-SP,10 / 20,2.3 to 3.4 GHz,Socket 4189,10 nm,15MB,105 W,"Apr 6th, 2021"
Xeon Silver 4314,Ice Lake-SP,16 / 32,2.4 to 3.4 GHz,Socket 4189,10 nm,24MB,135 W,"Apr 6th, 2021"
Xeon Silver 4316,Ice Lake-SP,20 / 40,2.3 to 3.4 GHz,Socket 4189,10 nm,30MB,150 W,"Apr 6th, 2021"
Core i7-11700K,Rocket Lake,8 / 16,3.6 to 5 GHz,Socket 1200,14 nm,16MB,125 W,"Mar 16th, 2021"
Core i7-11700KF,Rocket Lake,8 / 16,3.6 to 5 GHz,Socket 1200,14 nm,16MB,125 W,"Mar 16th, 2021"
Core i9-11900,Rocket Lake,8 / 16,2.5 to 5.2 GHz,Socket 1200,14 nm,16MB,65 W,"Mar 16th, 2021"
Core i9-11900F,Rocket Lake,8 / 16,2.5 to 5.2 GHz,Socket 1200,14 nm,16MB,65 W,"Mar 16th, 2021"
Core i9-11900K,Rocket Lake,8 / 16,3.5 to 5.3 GHz,Socket 1200,14 nm,16MB,125 W,"Mar 16th, 2021"
Core i9-11900KF,Rocket Lake,8 / 16,3.5 to 5.3 GHz,Socket 1200,14 nm,16MB,125 W,"Mar 16th, 2021"
Core i9-11900T,Rocket Lake,8 / 16,1.5 to 4.9 GHz,Socket 1200,14 nm,16MB,35 W,"Mar 16th, 2021"
Ryzen 3 5125C,Cezanne-U,2 / 4,3 GHz,Socket FP6,7 nm,8MB,15 W,"May 5th, 2022"
Ryzen 3 5425C,Cezanne-U,4 / 8,2.7 to 4.1 GHz,Socket FP6,7 nm,8MB,15 W,"May 5th, 2022"
Ryzen 5 5625C,Cezanne-U,6 / 12,2.3 to 4.3 GHz,Socket FP6,7 nm,16MB,15 W,"May 5th, 2022"
Ryzen 7 5825C,Cezanne-U,8 / 16,2 to 4.5 GHz,Socket FP6,7 nm,16MB,15 W,"May 5th, 2022"
Ryzen 5 5600,Vermeer,6 / 12,3.5 to 4.4 GHz,Socket AM4,7 nm,32MB,65 W,"Apr 20th, 2022"
Ryzen 7 5800X3D,Vermeer,8 / 16,3.4 to 4.5 GHz,Socket AM4,7 nm,96MB,105 W,"Apr 20th, 2022"
Ryzen 3 PRO 5475U,Cezanne-U,4 / 8,2.7 to 4.1 GHz,Socket FP6,7 nm,8MB,15 W,"Apr 19th, 2022"
Ryzen 5 PRO 5675U,Cezanne-U,6 / 12,2.3 to 4.3 GHz,Socket FP6,7 nm,16MB,15 W,"Apr 19th, 2022"
Ryzen 5 PRO 6650H,Rembrandt,6 / 12,3.3 to 4.5 GHz,Socket FP7,6 nm,16MB,45 W,"Apr 19th, 2022"
Ryzen 5 PRO 6650HS,Rembrandt,6 / 12,3.3 to 4.5 GHz,Socket FP7,6 nm,16MB,35 W,"Apr 19th, 2022"
Ryzen 5 PRO 6650U,Rembrandt,6 / 12,2.9 to 4.5 GHz,Socket FP7,6 nm,16MB,15 W,"Apr 19th, 2022"
Ryzen 7 PRO 5875U,Cezanne-U,8 / 16,2 to 4.5 GHz,Socket FP6,7 nm,16MB,15 W,"Apr 19th, 2022"
Ryzen 7 PRO 6850H,Rembrandt,8 / 16,3.2 to 4.7 GHz,Socket FP7,6 nm,16MB,45 W,"Apr 19th, 2022"
Ryzen 7 PRO 6850HS,Rembrandt,8 / 16,3.2 to 4.7 GHz,Socket FP7,6 nm,16MB,35 W,"Apr 19th, 2022"
Ryzen 7 PRO 6850U,Rembrandt,8 / 16,2.7 to 4.7 GHz,Socket FP7,6 nm,16MB,15 W,"Apr 19th, 2022"
Ryzen 9 PRO 6950H,Rembrandt,8 / 16,3.3 to 4.9 GHz,Socket FP7,6 nm,16MB,45 W,"Apr 19th, 2022"
Ryzen 9 PRO 6950HS,Rembrandt,8 / 16,3.3 to 4.9 GHz,Socket FP7,6 nm,16MB,35 W,"Apr 19th, 2022"
Ryzen 3 4100,Renoir,4 / 8,3.8 to 4 GHz,Socket AM4,7 nm,8MB,65 W,"Apr 4th, 2022"
Ryzen 5 4500,Renoir,6 / 12,3.6 to 4.1 GHz,Socket AM4,7 nm,8MB,65 W,"Apr 4th, 2022"
Ryzen 5 5500,Cezanne,6 / 12,3.7 to 4.2 GHz,Socket AM4,7 nm,16MB,65 W,"Apr 4th, 2022"
Ryzen 7 5700X,Vermeer,8 / 16,3.4 to 4.6 GHz,Socket AM4,7 nm,32MB,65 W,"Apr 4th, 2022"
EPYC 7373X,Milan-X,16 / 32,3.05 to 3.8 GHz,Socket SP3,7 nm,768MB,240 W,"Mar 22nd, 2022"
EPYC 7473X,Milan-X,24 / 48,2.8 to 3.7 GHz,Socket SP3,7 nm,768MB,240 W,"Mar 22nd, 2022"
EPYC 7573X,Milan-X,32 / 64,2.8 to 3.6 GHz,Socket SP3,7 nm,768MB,280 W,"Mar 22nd, 2022"
EPYC 7773X,Milan-X,64 / 128,2.2 to 3.5 GHz,Socket SP3,7 nm,768MB,280 W,"Mar 22nd, 2022"
Ryzen Threadripper PRO 5945WX,Chagall PRO,12 / 24,4.1 to 4.5 GHz,Socket WRX8,7 nm,64MB,280 W,"Mar 8th, 2022"
Ryzen Threadripper PRO 5955WX,Chagall PRO,16 / 32,4 to 4.5 GHz,Socket WRX8,7 nm,64MB,280 W,"Mar 8th, 2022"
Ryzen Threadripper PRO 5965WX,Chagall PRO,24 / 48,3.8 to 4.5 GHz,Socket WRX8,7 nm,128MB,280 W,"Mar 8th, 2022"
Ryzen Threadripper PRO 5975WX,Chagall PRO,32 / 64,3.6 to 4.5 GHz,Socket WRX8,7 nm,128MB,280 W,"Mar 8th, 2022"
Ryzen Threadripper PRO 5995WX,Chagall PRO,64 / 128,2.7 to 4.5 GHz,Socket WRX8,7 nm,256MB,280 W,"Mar 8th, 2022"
Ryzen 3 5425U,Barcelo,4 / 8,2.7 to 4.1 GHz,Socket FP6,7 nm,8MB,15 W,"Jan 6th, 2022"
Ryzen 5 5625U,Barcelo,6 / 12,2.3 to 4.3 GHz,Socket FP6,7 nm,16MB,15 W,"Jan 6th, 2022"
Ryzen 7 5825U,Barcelo,8 / 16,2 to 4.5 GHz,Socket FP6,7 nm,16MB,15 W,"Jan 6th, 2022"
Ryzen 5 6600H,Rembrandt,6 / 12,3.3 to 4.5 GHz,Socket FP7,6 nm,16MB,45 W,Jan 2022
Ryzen 5 6600HS,Rembrandt,6 / 12,3.3 to 4.5 GHz,Socket FP7,6 nm,16MB,35 W,Jan 2022
Ryzen 5 6600U,Rembrandt,6 / 12,2.9 to 4.5 GHz,Socket FP7,6 nm,16MB,15 W,Jan 2022
Ryzen 7 6800H,Rembrandt,8 / 16,3.2 to 4.7 GHz,Socket FP7,6 nm,16MB,45 W,Jan 2022
Ryzen 7 6800HS,Rembrandt,8 / 16,3.2 to 4.7 GHz,Socket FP7,6 nm,16MB,35 W,Jan 2022
Ryzen 7 6800U,Rembrandt,8 / 16,2.7 to 4.7 GHz,Socket FP7,6 nm,16MB,15 W,Jan 2022
Ryzen 9 6900HS,Rembrandt,8 / 16,3.3 to 4.9 GHz,Socket FP7,6 nm,16MB,35 W,Jan 2022
Ryzen 9 6900HX,Rembrandt,8 / 16,3.3 to 4.9 GHz,Socket FP7,6 nm,16MB,45 W,Jan 2022
Ryzen 9 6980HS,Rembrandt,8 / 16,3.3 to 5 GHz,Socket FP7,6 nm,16MB,45 W,Jan 2022
Ryzen 9 6980HX,Rembrandt,8 / 16,3.3 to 5 GHz,Socket FP7,6 nm,16MB,45 W,Jan 2022
Core i5-12490F,Alder Lake-S,6 / 12,3 to 4.6 GHz,Socket 1700,10 nm,20MB,65 W,2022
Core i9-12900KS,Alder Lake-S,16 / 24,3.4 to 5.5 GHz,Socket 1700,10 nm,30MB,150 W,"Apr 5th, 2022"
Celeron 7300,Alder Lake-U,5 / 6,1000 MHz,BGA 1781,10 nm,8MB,9 W,"Feb 23rd, 2022"
Celeron 7305,Alder Lake-U,5 / 6,1100 MHz,BGA 1744,10 nm,8MB,15 W,"Feb 23rd, 2022"
Core i3-1210U,Alder Lake-U,6 / 8,1 to 4.4 GHz,BGA 1781,10 nm,10MB,9 W,"Feb 23rd, 2022"
Core i3-1215U,Alder Lake-U,6 / 8,1.2 to 4.4 GHz,BGA 1744,10 nm,10MB,15 W,"Feb 23rd, 2022"
Core i3-1215U (IPU),Alder Lake-U,6 / 8,1.2 to 4.4 GHz,BGA 1744,10 nm,10MB,15 W,"Feb 23rd, 2022"
Core i3-1220P,Alder Lake-P,10 / 12,1.5 to 4.4 GHz,BGA 1744,10 nm,12MB,28 W,"Feb 23rd, 2022"
Core i5-1230U,Alder Lake-U,10 / 12,1 to 4.4 GHz,BGA 1781,10 nm,12MB,9 W,"Feb 23rd, 2022"
Core i5-1235U,Alder Lake-U,10 / 12,1.3 to 4.4 GHz,BGA 1744,10 nm,12MB,15 W,"Feb 23rd, 2022"
Core i5-1235U (IPU),Alder Lake-U,10 / 12,1.3 to 4.4 GHz,BGA 1744,10 nm,12MB,15 W,"Feb 23rd, 2022"
Core i5-1240P,Alder Lake-P,12 / 16,1.7 to 4.4 GHz,BGA 1744,10 nm,12MB,28 W,"Feb 23rd, 2022"
Core i5-1240U,Alder Lake-U,10 / 12,1.1 to 4.4 GHz,BGA 1781,10 nm,12MB,9 W,"Feb 23rd, 2022"
Core i5-1245U,Alder Lake-U,10 / 12,1.6 to 4.4 GHz,BGA 1744,10 nm,12MB,15 W,"Feb 23rd, 2022"
Core i5-1250P,Alder Lake-P,12 / 16,1.7 to 4.4 GHz,BGA 1744,10 nm,12MB,28 W,"Feb 23rd, 2022"
Core i7-1250U,Alder Lake-U,10 / 12,1.1 to 4.7 GHz,BGA 1781,10 nm,12MB,9 W,"Feb 23rd, 2022"
Core i7-1255U,Alder Lake-U,10 / 12,1.7 to 4.7 GHz,BGA 1744,10 nm,12MB,15 W,"Feb 23rd, 2022"
Core i7-1260P,Alder Lake-P,12 / 16,2.1 to 4.7 GHz,BGA 1744,10 nm,18MB,28 W,"Feb 23rd, 2022"
Core i7-1260U,Alder Lake-U,10 / 12,1.1 to 4.7 GHz,BGA 1781,10 nm,12MB,9 W,"Feb 23rd, 2022"
Core i7-1265U,Alder Lake-U,10 / 12,1.8 to 4.8 GHz,BGA 1744,10 nm,12MB,15 W,"Feb 23rd, 2022"
Core i7-1270P,Alder Lake-P,12 / 16,2.2 to 4.8 GHz,BGA 1744,10 nm,18MB,28 W,"Feb 23rd, 2022"
Core i7-1280P,Alder Lake-P,14 / 20,1.8 to 4.8 GHz,BGA 1744,10 nm,24MB,28 W,"Feb 23rd, 2022"
Pentium 8500,Alder Lake-U,5 / 6,1 to 4.4 GHz,BGA 1781,10 nm,8MB,9 W,"Feb 23rd, 2022"
Pentium 8505,Alder Lake-U,5 / 6,1.2 to 4.4 GHz,BGA 1744,10 nm,8MB,15 W,"Feb 23rd, 2022"
Pentium 8505 (IPU),Alder Lake-U,5 / 6,1.2 to 4.4 GHz,BGA 1744,10 nm,8MB,15 W,"Feb 23rd, 2022"
Celeron G6900,Alder Lake-S,2,3.4 GHz,Socket 1700,10 nm,4MB,46 W,"Jan 4th, 2022"
Celeron G6900E,Alder Lake-S,2,3 GHz,Socket 1700,10 nm,4MB,46 W,"Jan 4th, 2022"
Celeron G6900T,Alder Lake-S,2,2.8 GHz,Socket 1700,10 nm,4MB,35 W,"Jan 4th, 2022"
Celeron G6900TE,Alder Lake-S,2,2.4 GHz,Socket 1700,10 nm,4MB,35 W,"Jan 4th, 2022"
Core i3-12100,Alder Lake-S,4 / 8,3.3 to 4.3 GHz,Socket 1700,10 nm,12MB,60 W,"Jan 4th, 2022"
Core i3-12100E,Alder Lake-S,4 / 8,3.2 to 4.2 GHz,Socket 1700,10 nm,12MB,60 W,"Jan 4th, 2022"
